Index,Formula,Compounds,物质,Class I,物质一级分类,Class II,物质二级分类,CAS,Mild_1,Mild_30,Mild_29,Mild_28,Mild_27,Mild_26,Mild_25,Mild_24,Mild_22,Mild_21,Mild_20,Mild_19,Mild_18,Mild_17,Mild_16,Mild_23,Mild_14,Mild_15,Mild_2,Mild_3,Mild_4,Mild_5,Mild_7,Mild_6,Mild_9,Mild_10,Mild_11,Mild_12,Mild_13,Mild_8,Moderate_18,Moderate_22,Moderate_19,Moderate_20,Moderate_21,Moderate_23,Moderate_30,Moderate_25,Moderate_26,Moderate_27,Moderate_28,Moderate_29,Moderate_17,Moderate_24,Moderate_16,Moderate_15,Moderate_14,Moderate_2,Moderate_3,Moderate_4,Moderate_5,Moderate_6,Moderate_7,Moderate_1,Moderate_9,Moderate_10,Moderate_11,Moderate_12,Moderate_13,Moderate_8,Severe_17,Severe_18,Severe_19,Severe_20,Severe_21,Severe_22,Severe_25,Severe_24,Severe_26,Severe_27,Severe_28,Severe_16,Severe_23,Severe_15,Severe_8,Severe_13,Severe_12,Severe_11,Severe_10,Severe_9,Severe_29,Severe_7,Severe_6,Severe_5,Severe_4,Severe_3,Severe_2,Severe_1,Severe_14,Severe_30,VIP,Pvalue,Type
Compound_10,C14H20Br2N2,Bromhexine,溴己新,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,3572-43-8,611112.6788257656,769407.6885501443,544672.6312440486,963375.2797724768,838131.2877926384,610000.4521850304,642052.7135982376,635698.2110971618,679911.3767154721,650495.2183887138,613987.0909351056,668930.04635093,651593.7805493411,696490.6996494486,635005.0774733301,867306.5641543395,564507.8957932111,609830.445591775,440695.9917301799,538423.0948566784,474910.7570923591,483100.9514261865,583045.6027603765,523494.08095869794,656662.6517403318,626401.5466820792,532231.883412411,644146.1152536768,537475.8463248529,618718.724200579,631637.2895493067,808213.8435903144,663634.696041294,672403.1356039498,647264.8537223232,823191.5463015256,810248.6589566275,714594.2738074856,982888.5705585903,796900.2250093708,795049.5713175079,695686.5267104686,782804.716362441,757957.027984343,791761.805315339,672415.9286214653,733776.3493998972,769189.4108851339,745365.6880970845,767363.3445211977,592071.2880933194,724443.9799790798,795806.6713427105,567254.8292604078,667002.5002344822,787798.7302915191,762830.596584624,847698.2490277238,782878.4148113597,792860.3102326297,816208.7006811749,758381.9524113368,797876.7676017184,846653.0753642733,907380.6664066736,789728.3010569435,715801.3819169897,799204.5343551296,893479.5082427451,770993.2147854384,923840.6278643304,913144.1663134984,785352.679194579,674954.2197542072,683868.7857021212,780432.2085476265,977308.6246008022,806432.9681118828,813283.0840606047,883388.9584731659,752493.4903201056,734751.4531759315,681985.0957633451,723665.6649614708,879334.5830071911,965725.585747625,796864.0200819632,885595.7018540119,789506.1009548467,913963.5863530644,2.595193012469397,2.0441707134446132e-10,up
Compound_11,C32H40BrN5O5,"(9R)-5-bromo-N-[(2S,4R,7S)-2-hydroxy-7-(2-methylpropyl)-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",-,Alkaloids,生物碱,Alkaloids,生物碱,-,128903.9467185918,155272.282565366,105783.7677367021,193479.6990601389,142089.2008414952,127705.7058935254,131905.1486619887,103191.8060991128,137360.3049846487,109549.7594458533,83602.57557986889,144712.0099975677,110184.3124453738,127012.3687655477,121290.94873932068,135282.5384659649,117542.5961342824,112212.1419148837,98279.97541184469,102489.8190951946,90830.38871708806,74220.72733473821,99655.13955906584,101824.8520019282,163312.3420805698,124965.1189789634,111825.0606284036,112535.3538451172,89629.32429754203,150568.9359137127,129886.3167568733,194527.3251246991,143565.7164301283,131554.7007049669,102653.0558917218,152546.5198085463,172763.0720445176,173621.5546896058,191117.6634407529,144019.4228593725,177230.2068572452,119621.8151971045,159488.2038465835,151344.5147272301,124812.38346703448,119929.3668453687,166927.8816506278,139596.48790168,165307.3679100684,122588.8833374644,113687.79092060792,144974.5325142961,173023.6950392902,108410.2845512962,146718.0269399961,135990.5811877377,141302.3216214055,159130.2575711238,178350.9629210882,172791.7197819512,165998.399996982,172568.8370619066,157110.4927661865,185760.9200018993,201724.4339405509,158155.3390009725,168796.2321169254,171207.7138784351,187613.0835961843,117393.9286306076,207168.6759805903,182570.4909423112,162958.3935129537,112697.926263394,128886.591567607,164027.9775817908,197380.1238307949,195692.4819533374,182119.3327970071,187347.7752638936,150700.4175647845,150591.1601105109,139947.3966646494,133872.2392608126,178194.9559837557,188722.4017711584,171100.5610845729,223399.5869273772,171611.0488049238,164812.9627514213,2.512081176687119,3.526427120734673e-10,up
Compound_12,C13H8Cl2O,"4,4'-Dichlorobenzophenone","4,4-二氯二苯甲酮",Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,90-98-2,131212.4459524899,170397.165697557,133225.1110116992,219940.0124845925,217192.6598197841,142445.5881570185,159741.7049536934,171505.6876357171,177868.4839568214,131091.9726143389,162722.521244784,175005.4064869681,209563.3286981909,212376.2081407868,148044.2380545196,177674.5833488292,131640.2457133533,140884.491910372,98093.08023096064,126558.79491939512,121426.2417899694,110852.289006506,146030.9964348957,153499.748098925,211028.0925200855,178827.0992333089,152921.2656358521,161795.4665539405,143243.8678029423,153191.5219043627,186237.8326856404,205368.7185303399,170654.5929898034,155889.0597668583,181676.4876768191,222080.2742584498,196317.8754879732,206746.395882329,218452.3866611721,202821.6711503984,184721.6030026057,213130.8734712081,188882.5459570225,209419.3102618672,183792.3907570073,188347.6880743032,188798.2767313186,243661.7537393238,190851.5030994208,205516.6988819059,168807.7507173732,176940.0819867132,209238.9556344411,165380.59283190547,161674.9649282611,172094.1636324589,193071.823396597,172855.3326237912,193490.0246209747,220870.4090074016,182809.6857622315,208374.0908164084,205806.6758206251,200284.0251742589,216880.3145046915,207494.5523482775,186584.1842181089,189155.4626131663,230284.4967872649,165222.7394222146,252306.7496305605,241536.0168101155,172765.6121167124,167887.9488409731,175210.9206116861,248195.985996782,238759.6392557177,239107.4499505286,226096.6008709005,196530.1079116425,173800.5848731071,164136.7704265604,182920.2227256689,199079.3712754398,227054.1177186907,234800.1922460273,188088.1010324695,238996.6018123224,230069.3726290959,236208.7797062937,2.449472474472057,2.357977823094389e-09,up
Compound_13,C16H13ClN2O6,Phe4Cl-Gly-OH,-,Amino acid and Its metabolites,氨基酸及其代谢物,Small Peptide,小肽,-,1668284.278489191,2433695.569413464,2285038.805892481,2510187.988279546,2577596.582461688,2238408.223783515,2190404.635214796,2121398.59154912,2382388.383184977,2100577.769233854,2176565.957626886,2185425.44826402,2145867.889289129,2232021.52054187,2289116.526549222,2336322.709362617,1993487.548719799,2213416.076111772,1802166.439966548,2241779.975083886,1897225.627802148,2275928.468897531,2033709.395797498,2053518.354641926,2452545.887893826,2235689.262277941,2312884.150724058,2650245.649752144,2272365.636432409,2257377.811599153,2431854.490181025,2355370.947020994,2186879.226185707,2456293.89207214,2231868.733525629,2340064.898872855,2515218.093030624,2488158.977301108,2305793.477867033,2255570.20354696,2361563.857825018,2303064.565045477,2518432.878525559,2332400.93951194,2618024.06442557,2511384.393863006,2493184.805586879,2496996.945559998,2321260.222095401,2383446.282275219,2338271.323349084,2132536.166800066,2638197.188808284,2020814.04123874,2256045.553008157,2349581.729184401,2189870.967726036,2478834.959256448,2622750.605729432,2395965.7909747814,2633531.929469265,2475309.37511747,2531485.97733644,2576479.529936456,2773454.3387288586,2599774.198007554,2442132.618687264,2534846.11881255,2830784.724496861,2696520.42868515,2687608.277370076,2574621.795337901,2609045.559039892,2243072.547835877,2192141.030910652,2455286.604835817,2443432.633095554,2614739.427100387,2473647.415422833,2527868.984513104,2686204.047637168,2243452.230160943,2608924.36558863,2610680.840157996,2371548.815091609,2960331.20874803,2393970.102482548,2936722.346507485,2405885.835118996,2391337.305512307,2.512552598701075,3.3113004407463835e-09,up
Compound_14,C26H30O7,Obacunone,奥巴库酮,Terpenoids,萜类,Triterpene,三萜,751-03-1,45450.13907079534,75098.01163982149,60512.76374777147,60647.24723373037,72503.69699468816,77191.80079669521,112114.0461471951,85242.99992921019,43130.25545337603,36719.12756618207,50175.1740740904,44728.0022025115,40218.97959694723,74689.74972235516,58809.09342455178,56427.36762044949,62773.91318074718,68498.16222050249,30532.69637808048,63062.30859826259,61510.46302142782,47103.89708780447,48188.38519236891,46863.55379087303,41119.05098957621,61332.03817595095,71804.6685058792,92023.92310864032,67826.56092618557,59159.0597892751,47795.061909486605,130770.1913088533,100212.1898196051,92021.6122752717,75967.13215656938,87813.30468068834,114711.4949920368,114279.6087032143,81741.29190803437,101395.2979584741,86661.69038297878,93891.62667732916,46019.44091873383,82276.80851529242,57720.68873667427,60808.96770944287,51525.34467519565,50928.21983563984,77194.59618445991,48366.39829955835,89319.94291073483,48725.70804886497,67338.60057509058,75039.6583161291,45637.72445025424,63278.78724867706,46019.79795037802,70758.45275857773,72931.98960014553,62955.31446749013,90789.35791862226,95937.2059421328,79699.79573128268,81908.80756721507,73243.16514780896,89734.12344403235,81192.44779387742,71302.41504807556,65842.12881214159,122443.9524998926,147594.7158897879,110455.7445347169,98415.55347985514,88591.17329156755,154399.2172435249,63807.15537031051,116974.040762594,92573.32483803052,122017.4446506885,107254.4433885214,120350.4789760275,92684.98961988046,91126.16255398988,120697.8051390311,113467.3043005471,117060.15751282552,114081.4493229964,86384.93912594322,51833.66320891729,131982.2380286572,2.550984165030867,3.323463268316112e-09,up
Compound_15,C35H42N2O9,Anaprel,安那普利,Alkaloids,生物碱,Alkaloids,生物碱,24815-24-5,166367.5934019002,218730.2682437515,210587.3426328928,283944.5397102599,253404.1419732913,230953.6525547939,235509.4524504648,231087.4623320691,270121.2826202218,235368.3606965252,231754.5632768143,278938.5227234275,246492.8234347036,264802.4996594351,240391.3600451061,232675.9502235047,217892.7767899611,235652.7549779885,202665.0511511608,234155.0666379359,192543.8104657159,193217.8355935737,220010.0278011295,218258.8344284364,273390.5431824836,244395.5006817183,255695.1116872152,258071.9219689891,235621.9795546225,239689.7218593047,271351.4370679748,249606.37288372,241634.165973303,231520.5561140295,237974.4413125695,267477.6547797013,274757.0461386846,252237.3425655525,277493.9693949699,223386.7072572177,252485.3131338255,266829.9092165442,255118.9156450841,260947.1367622445,252031.004581015,247296.5506238886,262540.83660657,265743.6964355881,264878.6327764132,241275.8245317165,226214.6321777372,242966.6773622232,290833.1174894926,240655.7679899611,207941.7496785913,259255.2158083414,230506.5200371917,248307.5868907404,267365.6497180776,253127.2316671085,259238.0523257389,270952.9936049137,273483.9235672427,290334.6907203018,249815.8768960327,268427.511661481,255575.8088974957,263169.0671872981,301157.9545125696,232626.7021661481,306059.6844234187,265519.723878827,278808.2569085518,222266.2153462761,243023.3473489399,272414.4895288182,296494.9840903328,307769.2576639458,294509.8764201684,287542.3849457689,261534.9424802804,277266.1727195521,261355.3795859072,272344.2279994002,321249.4096478666,342526.6375079731,264876.4428650532,299035.3199671787,278111.8466355942,265688.7038499704,2.387606144002298,1.14632663550609e-08,up
Compound_16,C16H15Cl2NO3,Etobenzanid,依托苯扎尼,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,79540-50-4,3841240.5524936207,5224794.206482343,4333947.059567934,5752352.921409537,5769707.627125695,4566222.135858899,5197638.50860785,4385320.20261399,4740502.895809081,4271040.439190029,4412512.728061833,4980665.561446716,4565970.897180754,5159074.832807257,4715263.447468448,4951573.950769744,4159487.158808969,4159875.748329598,3290153.085978728,3826202.041811776,3175123.561285296,4232617.639387921,4249042.375712245,3713984.155657378,4589622.307991967,4429029.224865824,4135399.669621336,4079490.1450228486,4054686.619897129,4604468.438843757,4989717.474687817,5725072.973571082,4780606.474388604,4427517.855862502,4777821.010497179,5127194.838121681,5247768.001077268,5210030.448438908,5905118.567099674,4823924.938508641,5523519.239881473,4482178.662701962,5281863.013798218,5418204.373125973,5390859.106164088,4342729.770935088,5231741.563962103,4914277.28666408,4649401.199016446,5434140.271765607,4924987.238099,4737893.558620534,5228656.309668947,4156664.002602892,4187543.319441721,4893017.926334598,4758122.860479861,5223395.359700507,5138988.711466451,5380425.744406923,5424723.839944776,5328958.250445035,5111927.931606304,5561455.420040528,5997057.710213567,5827583.352788148,4824791.056034568,5134250.926446709,5178304.832229052,4757084.201660018,5706143.499386545,6169025.240069387,5160156.856004343,4563034.280881967,4787281.139520442,5364104.340389526,5862266.530218562,6014739.065910557,5762340.325303636,5103719.848196156,5340871.486345063,4997354.503686318,4555637.084247757,5459102.721374615,5495896.052229552,6019255.470889614,5061685.79072495,4380398.428816007,5275424.447455449,5538106.025971416,2.443616823634138,1.372531197450524e-08,up
Compound_17,C14H12O2S2,"5-(4-Acetoxybut-1-ynyl)-2,2'-bithiophene","5-(4-乙酰氧基-1-丁炔基)-2,2'-联噻吩",Heterocyclic compounds,杂环化合物,Heterocyclic compounds,杂环化合物,1219-28-9,65956.46159540761,100049.9539948594,94484.33212641104,127057.180066304,112879.5433629844,105178.4788003156,101312.82113850808,99965.6849415696,105655.3048922628,99538.37475379312,97713.94226067344,100239.2454217986,99943.09476750888,100217.4881947512,102133.60148488052,99609.87012310856,94241.86436634898,102726.8858959205,76716.83637438058,86082.54785815997,79187.37398796802,77921.8189046927,89160.17234777447,81578.21834707368,107365.929178022,92522.69657448828,96974.72650250873,102424.1966929072,95874.29022194428,102255.2366072074,103270.9175008411,117244.5621280975,103838.565113876,92606.64377759169,100161.6684039002,105029.3928288811,109479.3207882281,106875.3442721193,126098.1283665497,99431.127964785,109613.39203833352,104856.8291620568,104183.6127155652,107748.7663372156,111756.0738717166,97088.29283159664,111401.3802694731,108488.8386535856,107063.8739236632,104189.429126228,100831.1917759795,107255.12701143672,106225.547836242,94861.7588324865,93723.89471298744,104162.7364229731,103509.1962136858,109114.802274953,113052.9781810555,107192.1942824531,113615.198951783,109471.2121990582,113481.5979128404,118063.86500058812,111479.993581698,112251.08375360412,104928.0893190802,99230.1762547824,115469.1509750056,98068.5354367568,117393.1304829622,109493.4945030692,110947.7229052028,100690.2456566204,106988.8565055266,109590.9696850614,112850.4396860206,119770.0280405301,107270.0357391373,111054.6400335995,108056.44254946272,111530.7860482732,103677.1504992914,105563.7504742232,120308.6974252822,125442.9098664553,114382.0912130651,123410.0334435487,114556.58971104052,109505.5085771488,2.402679392808728,2.692818240471072e-08,up
Compound_18,C19H12Cl3N3OS,Citco,奇科,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,338404-52-7,117693.46826747412,165603.6298209146,185116.2274344105,204992.4816622089,193802.6711485617,176983.0729388384,165135.4380144107,163751.3199316787,175267.7913621537,168117.2496834484,160368.8170702182,171577.6989058791,173770.5972595639,168841.4946014656,168637.4399623252,178411.1560002165,147125.97972724953,146586.8256187187,133027.24593791,144623.4889645128,136118.5748609721,137585.4717264065,148722.8280055046,143004.5723762686,154076.6115789494,139456.9498582885,162200.49788762807,164026.2723410637,158268.6441896971,149806.7958731687,170901.6478184233,178166.6378736813,168081.1102516587,177213.7834558283,179990.8637028478,186922.6746998336,179505.9631826448,167914.1545946175,206768.1530035057,169469.1454156245,169597.033024754,170123.1097390659,186784.9693287224,187315.2331667102,188028.1203821624,163920.2243562764,171985.4784947011,170393.4718474573,155528.0846471426,167165.5126098268,163431.2702879136,178472.8357911336,170557.4030887833,164325.8560557117,167366.3932740178,173189.2463118897,178866.8411574116,173496.1534210712,175007.8414938329,186533.4553913832,187997.3169576077,174661.3737908181,181968.8013017475,185950.52886763596,185779.6569638207,184096.5467493391,182047.3980845971,165230.6870629327,195794.9938254734,182653.8234224652,205978.7458982102,183590.0592211686,176286.8265136087,173245.7632870004,177719.0647269637,178999.4621515223,184224.6239777087,196552.9159845682,175604.4654743141,201646.1711595753,170802.8739623655,179437.9743633259,152390.1792119632,183536.1532652602,189634.6104296098,208590.8112608207,194212.1917185739,198026.6784565596,183086.4880981788,174093.6680736085,2.497823577386582,2.7986583146411025e-08,up
Compound_19,C11H15NO9P+,Nicotinate mononucleotide,烟酸单核苷酸,Nucleotide and Its metabolites,核苷酸及其代谢物,Nucleotide and Its metabolites,核苷酸及其代谢物,321-02-8,745356.38424902,898574.8689829587,582132.0268949571,1034225.768163452,1036019.338751564,908241.29191674,934236.2141766264,803616.6849991655,837838.9202192491,698349.9667246152,932826.3892742308,952398.768674657,847076.4768312189,936560.933398856,848884.867076915,891174.7308673097,714293.5220467469,763966.3593736823,519761.4761680468,682811.4783622564,541010.3395006575,650936.8528052269,729506.3445060535,637314.3110694704,894491.2947380474,839290.4258475109,737462.4065151614,933356.1753729772,727764.0315119082,803014.1393996488,870890.5567649086,982002.590136188,787468.061484023,880315.0335323972,762127.3818205894,1121161.955887568,971596.7196452628,989249.80072572,1311898.045521443,964994.728789648,987792.2832082008,910822.821967768,917422.098955072,957170.541027366,880323.0007172338,692089.0090205611,893026.332042422,857187.1777498906,839351.1479065041,933657.309104362,760115.8226766237,947987.6445649916,968656.6732210713,772002.2613644155,674990.1112525463,904381.5464898236,915110.6225599224,998024.3781958492,976089.4711967028,867984.4937933866,1067624.241697754,865073.9888653487,800897.8408819919,934538.8778998144,1171236.360949505,1189254.591842058,927290.5503792714,958337.38792553,973486.783014121,836696.4603229971,1149538.226614787,1211148.004715221,939894.5276494352,947171.7173645536,748718.7792622108,967393.4852721902,1299890.195175982,1199212.250280021,1051641.094921745,1056182.194485725,953368.0913936292,1051545.959540284,822489.5380487341,1106551.12333215,1065600.875262699,1087707.259857471,1077816.471218041,999133.245292646,1047757.627945182,1132410.61996502,2.364548438381595,3.819285995061644e-08,up
Compound_20,C6H16N6,Arcaine,"1,4-二胍基丁烷",Alcohol and amines,醇、胺类,Polyamines,多胺,544-05-8,10868760.78246706,9705544.20419481,7296651.890881814,9970964.430598898,8562753.970127149,8624295.178061133,11789607.01159842,8546193.807512255,8727986.96093872,8093856.581302297,7594406.2179667475,8976099.678963063,9681387.420957912,11000317.096279128,8732752.128730988,10267018.213611947,8264990.915215652,9678577.050574869,6508579.81734922,8053482.906590821,12104275.591506507,8061443.873758506,8765446.020853296,10056944.96286389,10678737.92689646,11525733.552191513,9287148.368545655,10477513.95742815,8027359.744377831,9487130.682033123,9754879.459436014,14861102.03802732,14047327.73042783,11998915.82833182,10479205.94674526,13308823.08467406,13045987.50424565,11146892.25153824,16636823.56338287,13666631.53805865,12098828.63340244,11441918.583098628,9051821.738411032,12471651.06994677,10223531.010480393,11786754.40682755,8708278.394778963,8466522.930216346,11324169.32764192,9499598.360315816,9532515.444296548,9095610.180614624,9610799.389232088,10852816.5548545,7846978.189231163,8582518.65756815,11416966.873978008,9261560.639406215,9248552.122807484,7880780.300521297,10224020.93504978,10518456.4159933,11869596.82420486,12647588.71167588,10060906.40146846,10993655.86082974,11041401.02972986,9895348.253697883,11457322.57857406,11748920.70442246,13467270.292821,12810650.74710478,11033394.26888906,12922818.413596908,14764958.37689711,12651410.658941112,12608028.47771043,14216552.213538432,12450335.684541212,12717696.77771584,14417086.99659238,11319515.88797344,9979166.67417581,10701531.817443227,11888672.6688348,14234593.53664834,13199471.75543576,11786633.396968773,10752217.16551866,14563569.591989553,2.490271836761389,6.607036904265254e-08,up
Compound_21,C30H51N5O6,"N-(1,3-Dihydroxyoctadecan-2-YL)-6-[(7-nitro-2,1,3-benzoxadiazol-4-YL)amino]hexanamide",C-6 NBD-二氢神经酰胺,SL,鞘脂类,Cer,神经酰胺,114301-95-0,128892000.74763,136676485.0715982,132468555.5746774,137120409.2765699,145047867.6742213,124019518.13283132,145180304.9157657,122213111.15825112,135426436.7401517,125478882.7186412,122642725.6291879,131813672.075749,128052542.7728914,134957828.923954,130884799.5791427,128966004.5650458,133399352.9476888,135974928.5440206,121909322.5282608,126867072.5710968,122909426.1715156,122343593.9408581,123483810.5872748,132430736.22392252,138148318.1658554,132260761.8132518,133095955.0897568,141309662.9427092,135264874.1179318,144563759.251159,130756879.7356748,141440541.9577851,134641961.2062402,138026354.9601068,134054633.792413,137615077.494519,138625762.1533618,152729522.5621357,136852032.5366682,145037355.7426997,133305043.0456746,138267927.2265477,136391119.6324203,142152524.2282821,135983173.5628323,134613825.5638266,143847394.0122015,139322016.7573403,137851282.7467499,139142706.707372,134663056.1260248,145402032.1892852,129913630.69476,125722559.3966338,126233143.7614026,140596358.2002628,145754541.5980842,138327133.9433222,153388151.464678,149487010.1566495,145822738.3631562,153752269.9804753,145703023.2485702,154275398.1999387,139808204.4945561,134890995.7427046,139505911.3220326,131568670.533413,149145923.3906383,140272959.709315,143010051.9604173,137059438.5861165,139266809.6906904,137452657.0052317,137528982.7731178,141584608.1146465,137698666.1163082,142652541.7442815,151852832.6283252,137280209.8063596,142552037.8342313,145782526.9643139,140501926.9380817,140423664.357064,151413169.7309708,150154747.7237711,135036421.04241,153271517.1451086,135405486.2104579,140528940.4678417,2.274866867113539,7.62941786264193e-08,up
Compound_22,C8H10N2S,Ethionamide,乙硫酰胺,Heterocyclic compounds,杂环化合物,Pteridines and derivatives,蝶啶及其衍生物,536-33-4,11930048.62021934,18800584.15846308,15301958.0593793,20853647.36697828,14067313.46158498,15760059.26482666,14749635.36775582,13348483.58636269,14835484.06729094,11649764.68031236,13006631.37610886,16206769.37180158,13938403.28993436,16367585.93559761,13252800.7851901,16365567.85086772,13898474.324625352,16750255.92949614,12911811.400234967,13998132.886711312,14147607.396957967,14032916.13967419,15146350.28728152,13821944.03581486,16047931.38308844,16015353.381896747,11948403.4034035,11112860.62221585,11257518.78341324,12858142.80986644,15202079.045539187,16536655.33617372,20597183.85176349,15892265.55727257,14916649.60550754,15816090.838793673,14565304.966856873,14482703.72593708,25176226.6156662,21265193.61814727,13176322.005019087,18790085.68636538,14897024.13530024,16377327.26852305,15684837.99537418,11680818.60843682,17314029.92059365,18133624.67823739,15001568.067901747,15530671.59118947,16831575.81057328,17008052.30834508,16235472.536113173,15375339.85859118,11203269.34212928,14766645.76609036,13968489.335905433,16803997.18862182,14769701.057281287,14178357.61505258,17559600.48760084,22101042.54199125,16675957.22781409,15797684.46331432,14712420.500451908,15927726.525334813,19929584.93153378,16121836.50561532,18491274.10556618,24230867.48892797,21207688.85808636,20276123.01313549,17052879.14301646,20091737.6808967,18267241.85463548,22349638.66040441,14512416.4083421,17506162.40224891,19281483.15291857,19654914.92266293,27592966.42166546,16240165.888146993,17707433.11771198,18729577.22570281,15787220.36756076,20146377.80134828,16393427.39093974,20063349.61966483,18841221.07870412,17147759.79382402,2.518448039489372,9.031156644551677e-08,up
Compound_23,C22H34N6O13S2,2-(S-Glutathionyl)acetyl glutathione,2-(S-谷胱甘肽）乙酰谷胱甘肽,Amino acid and Its metabolites,氨基酸及其代谢物,Small Peptide,小肽,-,112618.2021877049,144839.8083994014,132702.4423191484,200165.7236995142,146802.3642770307,137201.6095744313,155887.6933525821,152233.787747737,146204.4304719319,162083.4424617926,147211.8403700354,157283.9643450943,144081.3750049424,152050.9177845329,114525.990103866,159334.4448334975,113480.9805189634,157462.3054363411,121575.0604249483,136757.3649431349,105414.8454276114,127042.3669324116,126304.17269056708,142830.9631966451,157275.8989446269,135359.4350239052,145564.4994069137,174642.7925152075,143659.0522279489,129622.1297908261,145695.7192865334,163521.6382087544,157024.3779275057,130688.7924885539,125287.4689660687,146799.2605462368,154247.169663283,151783.2503680045,155542.9328557781,154091.1181207321,148821.4923899472,149647.1824611699,163160.7750796209,168788.5664303849,176031.2086864414,153862.2245444095,181758.9576105255,135079.1669118963,167604.6244307589,179079.1759808795,154107.0593333435,143802.6429211007,119394.7874666047,127954.4147691244,147784.3646683331,142080.8112182347,147533.0093978731,145502.8953434402,161211.6658207996,170289.6773739525,175147.7337421908,162495.9014721163,168530.6413011727,190096.0164048051,180316.3492543266,165949.8836490444,168003.6257361493,122874.6118592334,190150.9933746557,166917.8283058957,179857.1149180704,156753.5837135016,147077.9893161968,162455.0956564267,166041.9786038563,178468.7565174669,154408.5765668535,194857.8998688387,159886.4861481375,153328.6026897804,166516.6200961037,178938.2424920661,168891.6331484368,174571.8289699022,192510.0580075027,181857.9863470201,169476.2160901725,182927.2672846046,169263.9807967439,151038.1541173812,2.308374699962582,1.428006460704658e-07,up
Compound_24,C15H11NO4,Evoxanthidine,依伏黄苷,Heterocyclic compounds,杂环化合物,Heterocyclic compounds,杂环化合物,668-35-9,1869199.001666554,1430100.876014563,1528681.877630612,1634167.8622396933,1361531.8463045,1698237.141634052,1701052.4379924033,1494118.570580865,1525674.5683930933,1588322.293399951,1660346.612368588,1597117.924322209,1613611.815614246,1476388.594749277,1537421.29155835,1604105.228312916,1646978.84461152,1801040.989945629,1669337.098050742,1495284.85981796,1724859.465013098,1878082.30990637,1616296.471859433,1667505.596658562,1294889.510307132,1608189.540696015,1646352.572272653,1742464.253451617,1703695.090350157,1744485.832704448,1803276.770678544,1817591.753819806,1782370.001111065,2327949.664146545,1835617.589501366,1789443.545606469,1722950.739583103,1507920.282146527,1849640.824617892,1710887.12802413,1655157.8170056173,1616299.359282641,1785338.343837564,1891106.4017514407,1661376.869357703,1902831.379144386,1395956.193922448,2080964.1532046527,1605520.688418666,1669332.398478096,1939542.2784477733,1794988.0720081,1853763.0763782973,1948081.6458067887,1747480.189868948,1794231.042798202,1797507.883999493,1799304.361918716,1879077.124866121,2010959.294578401,1692385.24984974,2010357.7726255667,1865815.024337616,1944072.052427425,2270426.438345291,2005588.757046786,1585643.701160138,1506099.612866567,1804739.4587006,1721997.286927718,1582657.34321554,1816546.66998871,1934608.972358037,1764038.895861825,1998004.709852873,1800618.794344596,2097432.24338874,2140979.179308122,2044715.762064671,1825674.326088728,1807900.159227918,1777230.09851527,2134427.447131533,1623561.825205439,2103824.694718781,2010334.472375132,1918556.449570492,2231332.40658434,2056500.765557453,1566077.26010707,2.181306804262493,1.582542405021795e-07,up
